CAMIS,DBA,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION TYPE,INSPECTION DATE,ACTION,SCORE,GRADE,GRADE DATE,Count
41475257,A-WAH RESTAURANT,5         ,CATHERINE STREET                                  ,10038,Chinese,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,66,,,8
41475817,ARGO TEA CAFE,1792,BROADWAY,10019,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,21,,,4
41475945,SZECHUAN GOURMET,242       ,WEST   56 STREET                                  ,10019,Chinese,Cycle Inspection / Re-inspection,9/24/2015 0:00,Violations were cited in the following area(s).,22,Z,9/24/2015,5
41475945,SZECHUAN GOURMET,242       ,WEST   56 STREET                                  ,10019,Chinese,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,26,,,6
41476013,VESUVIO BAKERY,160,PRINCE STREET,10012,Bakery,Cycle Inspection / Initial Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,15,,,3
41476227,TANDOOR PALACE,88,FULTON STREET,10038,Indian,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,24,,,6
41477202,CLAY,25,WEST   14 STREET,10011,American ,Cycle Inspection / Initial Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,27,,,4
41477315,MEL'S BURGER BAR,2850,BROADWAY,10025,Hamburgers,Cycle Inspection / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,13,A,10/8/2015,3
41477315,MEL'S BURGER BAR,2850,BROADWAY,10025,Hamburgers,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,21,,,6
41477315,MEL'S BURGER BAR,2850,BROADWAY,10025,Hamburgers,Administrative Miscellaneous / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,,,,2
41478317,LA NOMADE RESTAURANT,2795,8 AVENUE,10039,African,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,11,A,9/8/2015,2
41478531,THE RED LION,151,BLEECKER STREET,10012,American ,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,11,A,9/8/2015,3
41478736,EXCLUSIVE PIZZA,810,WEST  181 STREET,10033,Pizza,Cycle Inspection / Initial Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,11,A,10/8/2015,3
41478828,LITTLE LUZZO'S,119       ,EAST   96 STREET                                  ,10128,Pizza/Italian,Cycle Inspection / Re-inspection,9/16/2015 0:00,Violations were cited in the following area(s).,18,Z,9/16/2015,3
41479435,NORTHERN SPY FOOD CO.,511 ,EAST   12 STREET,10009,American ,Cycle Inspection / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,23,Z,9/17/2015,5
41480258,NEW YORK BURGER CO,470,"WEST   23 STREET, 1FL",10011,Hamburgers,Cycle Inspection / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,9,A,10/14/2015,3
41480332,CASCADE CAFE,900       ,8 AVENUE                                          ,10019,CafÃ©/Coffee/Tea,Cycle Inspection / Re-inspection,10/1/2015 0:00,Violations were cited in the following area(s).,17,Z,10/1/2015,4
41480332,CASCADE CAFE,900       ,8 AVENUE                                          ,10019,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,45,,,5
41480428,GORDON RAMSAY AT THE LONDON/MAZE,151,WEST   54 STREET,10019,American ,Cycle Inspection / Re-inspection,9/23/2015 0:00,Violations were cited in the following area(s).,11,A,9/23/2015,3
41480428,GORDON RAMSAY AT THE LONDON/MAZE,151,WEST   54 STREET,10019,American ,Cycle Inspection / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,55,,,8
41481076,LITTLE CAESAR'S PIZZA,377,WEST  125 STREET,10027,Pizza,Cycle Inspection / Initial Inspection,10/15/2015 0:00,Violations were cited in the following area(s).,2,A,10/15/2015,1
41482120,LOTUS LUCKY EXPRESS,4840,BROADWAY,10034,Chinese,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,30,,,5
41482120,LOTUS LUCKY EXPRESS,4840,BROADWAY,10034,Chinese,Smoke-Free Air Act / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,,,,1
41482939,NUEVO SABOR RESTAURANT,4032,10 AVENUE,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Re-inspection,10/9/2015 0:00,Violations were cited in the following area(s).,13,A,10/9/2015,2
41483265,CHARLYS,110       ,TRINITY PLACE                                     ,10006,American ,Cycle Inspection / Initial Inspection,9/25/2015 0:00,Violations were cited in the following area(s).,29,,,5
41485148,AROME CAFE II,7,DEY STREET,10007,American ,Cycle Inspection / Initial Inspection,10/1/2015 0:00,Violations were cited in the following area(s).,19,,,3
41485455,SUBWAY,120       ,4 AVENUE                                          ,10003,Sandwiches,Cycle Inspection / Re-inspection,9/18/2015 0:00,Violations were cited in the following area(s).,27,Z,9/18/2015,5
41485455,SUBWAY,120       ,4 AVENUE                                          ,10003,Sandwiches,Cycle Inspection / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,21,,,6
41485455,SUBWAY,120       ,4 AVENUE                                          ,10003,Sandwiches,Administrative Miscellaneous / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,,,,1
41485869,SHANGHAI GOURMET,23,PELL STREET,10013,Chinese,Administrative Miscellaneous / Initial Inspection,10/7/2015 0:00,No violations were recorded at the time of this inspection.,,,,1
41486645,BANK OF AMERICA EXECUTIVE DINNING ROOM,1,BRYANT PARK,10036,American ,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,5,A,9/8/2015,1
41486672,CHIPOTLE MEXICAN GRILL,101       ,FULTON STREET                                     ,10038,Mexican,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,9,A,9/15/2015,2
41486990,ATOMIC WINGS,1140,2 AVENUE,10065,Chicken,Cycle Inspection / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,3,A,9/17/2015,1
41487738,MEXICAN RESTAURANT,1779,LEXINGTON AVENUE,10029,Mexican,Cycle Inspection / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,17,Z,9/1/2015,3
41489173,NEW GREAT BAKERY,303,GRAND STREET,10002,Bakery,Cycle Inspection / Reopening Inspection,9/28/2015 0:00,Establishment re-opened by DOHMH,5,Z,9/28/2015,1
41489173,NEW GREAT BAKERY,303,GRAND STREET,10002,Bakery,Administrative Miscellaneous / Reopening Inspection,9/28/2015 0:00,Establishment re-opened by DOHMH,,,,1
41489173,NEW GREAT BAKERY,303,GRAND STREET,10002,Bakery,Cycle Inspection / Re-inspection,9/24/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,79,,,10
41489230,GRAND CENTRAL STAR CAFE,463,LEXINGTON AVENUE,10017,American ,Cycle Inspection / Reopening Inspection,9/24/2015 0:00,Establishment re-opened by DOHMH,2,Z,9/24/2015,1
41489230,GRAND CENTRAL STAR CAFE,463,LEXINGTON AVENUE,10017,American ,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,75,,,7
41491151,TINY'S GIANT SANDWICH SHOP,129,RIVINGTON STREET,10002,Sandwiches,Cycle Inspection / Re-inspection,9/24/2015 0:00,Violations were cited in the following area(s).,20,Z,9/24/2015,2
41491151,TINY'S GIANT SANDWICH SHOP,129,RIVINGTON STREET,10002,Sandwiches,Cycle Inspection / Initial Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,19,,,3
41491302,JOU JOU CAFE,603,WEST  168 STREET,10032,Sandwiches/Salads/Mixed Buffet,Cycle Inspection / Initial Inspection,9/18/2015 0:00,Violations were cited in the following area(s).,9,A,9/18/2015,2
41491315,DIG INN,17,East 17th Street,10003,American ,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,18,Z,10/5/2015,5
41491315,DIG INN,17,East 17th Street,10003,American ,Cycle Inspection / Initial Inspection,9/18/2015 0:00,Violations were cited in the following area(s).,20,,,4
41491315,DIG INN,17,East 17th Street,10003,American ,Administrative Miscellaneous / Initial Inspection,9/18/2015 0:00,Violations were cited in the following area(s).,,,,1
41494859,SUBWAY,1,IRVING PLACE,10003,Sandwiches,Cycle Inspection / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,21,Z,9/29/2015,5
41494859,SUBWAY,1,IRVING PLACE,10003,Sandwiches,Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,27,,,4
41495573,TERAKAWA RAMEN,885,9 AVENUE,10019,Japanese,Cycle Inspection / Re-inspection,10/15/2015 0:00,Violations were cited in the following area(s).,38,Z,10/15/2015,8
41495573,TERAKAWA RAMEN,885,9 AVENUE,10019,Japanese,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,25,,,5
41497700,KUMO SUSHI,214,1 AVENUE,10009,Japanese,Cycle Inspection / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,27,Z,10/14/2015,5
41497700,KUMO SUSHI,214,1 AVENUE,10009,Japanese,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,37,,,7
41497832,INWOOD LOCAL WINE BAR & BEER GARDEN,4957,BROADWAY,10034,American ,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,22,,,7
41497832,INWOOD LOCAL WINE BAR & BEER GARDEN,4957,BROADWAY,10034,American ,Administrative Miscellaneous / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,,,,1
41497864,MILLESIME,92,MADISON AVENUE,10016,American ,Cycle Inspection / Initial Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,24,,,6
41498521,SUSHI ROXX,120,EAST   39 STREET,10016,American ,Cycle Inspection / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,12,A,10/7/2015,3
41498521,SUSHI ROXX,120,EAST   39 STREET,10016,American ,Smoke-Free Air Act / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,,,,1
41498521,SUSHI ROXX,120,EAST   39 STREET,10016,American ,Trans Fat / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,,,,1
41499151,THE LAMBS CLUB -- BANQUET KITCHEN,130,WEST   44 STREET,10036,American ,Cycle Inspection / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,7,A,10/8/2015,1
41499151,THE LAMBS CLUB -- BANQUET KITCHEN,130,WEST   44 STREET,10036,American ,Cycle Inspection / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,49,,,4
41501688,GENTLEMAN FARMER,40,RIVINGTON STREET,10002,French,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,5,A,9/1/2015,1
41501688,GENTLEMAN FARMER,40,RIVINGTON STREET,10002,French,Administrative Miscellaneous / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,,,,1
41503546,RAYMI,43,WEST   24 STREET,10010,Peruvian,Cycle Inspection / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,11,A,9/3/2015,2
41504787,NO.1 KITCHEN,265       ,1 AVENUE                                          ,10003,Chinese,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,30,,,6
41504787,NO.1 KITCHEN,265       ,1 AVENUE                                          ,10003,Chinese,Smoke-Free Air Act / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,,,,1
41505393,EQUINOX,2465,BROADWAY,10025,American ,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,7,A,9/1/2015,2
41507305,ROUGE ET BLANC,48,MACDOUGAL STREET,10012,French,Cycle Inspection / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,10,A,10/13/2015,2
41507305,ROUGE ET BLANC,48,MACDOUGAL STREET,10012,French,Smoke-Free Air Act / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,,,,1
41507901,THE LIVING ROOM,123,WASHINGTON STREET,10006,American ,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,10,A,9/9/2015,2
41508862,FARINELLA,1132,LEXINGTON AVENUE,10075,Pizza,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,25,,,4
41509061,THE JUNCTION,329,LEXINGTON AVENUE,10016,American ,Cycle Inspection / Initial Inspection,9/21/2015 0:00,Violations were cited in the following area(s).,20,,,3
41509250,MASON JAR,45,EAST   30 STREET,10016,American ,Cycle Inspection / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,23,Z,10/8/2015,4
41509909,BILL'S BAR & BURGER ROCKEFELLER CENTER,45,ROCKEFELLER CENTER,10020,American ,Cycle Inspection / Initial Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,9,A,9/2/2015,2
41510846,218 RESTAURANT,218220,GRAND STREET,10013,Chinese,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,12,A,10/5/2015,4
41510846,218 RESTAURANT,218220,GRAND STREET,10013,Chinese,Cycle Inspection / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,45,,,7
41512734,CENTRAL MARKET,1,PENN PLAZA,10119,American ,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,25,,,4
41512966,CHINA WOK,454,LENOX AVENUE,10037,Chinese,Cycle Inspection / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,19,,,5
41513545,THE FAT RADISH,17,ORCHARD STREET,10002,English,Cycle Inspection / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,3,A,9/29/2015,1
41514714,STRAND BISTRO,33        ,WEST   37 STREET                                  ,10018,American ,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,12,A,9/21/2015,2
41514945,CHOP'T CREATIVE SALAD COMPANY,80,PINE STREET,10005,Salads,Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,7,A,10/2/2015,2
41514976,LUCID CAFE,311       ,LEXINGTON AVENUE                                  ,10016,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,5,A,9/22/2015,1
41519587,BLIND BARBER,339,EAST 10 STREET,10009,American ,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,21,,,4
41519688,TOASTIES,148,WEST   49 STREET,10019,American ,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,24,,,4
41520477,SABOR A MEXICO TAQUERIA,160,1 AVENUE,10009,Mexican,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,9,A,9/23/2015,3
41521287,WEST NEW MALAYSIA RESTAURANT,4648      ,BOWERY                                            ,10013,Asian,Cycle Inspection / Initial Inspection,9/10/2015 0:00,Violations were cited in the following area(s).,10,A,9/10/2015,2
41521807,SARGE'S,548,3 AVENUE,10016,Delicatessen,Cycle Inspection / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,23,Z,10/14/2015,5
41521807,SARGE'S,548,3 AVENUE,10016,Delicatessen,Cycle Inspection / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,23,,,4
41522082,LINCOLN RISTORANTE,142,WEST   65 STREET,10023,Italian,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,5,A,9/29/2015,1
41522848,MANNA'S RESTAURANT,2353      ,8 AVENUE                                          ,10027,Soul Food,Cycle Inspection / Re-inspection,9/14/2015 0:00,Violations were cited in the following area(s).,19,Z,9/14/2015,5
41523693,BIRDBATH  NEIGHBORHOOD GREEN BAKERY,200       ,CHURCH STREET                                     ,10013,Bakery,Cycle Inspection / Initial Inspection,9/18/2015 0:00,Violations were cited in the following area(s).,9,A,9/18/2015,2
41526944,CHICKPEA,110,WILLIAM STREET,10038,Mediterranean,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,26,,,5
41528838,GOOD BEER,422,EAST    9 STREET,10009,"Bottled beverages, including water, sodas, juices, etc.",Cycle Inspection / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,49,,,6
41529002,BELL BOOK & CANDLE,141,WEST   10 STREET,10014,American ,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,35,,,7
41529070,SPINELLI'S PIZZA/GYRO II,425,7 AVENUE,10001,Italian,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,9,A,10/5/2015,2
41529712,FORK & SPOON,7         ,WEST   36 STREET                                  ,10018,Delicatessen,Cycle Inspection / Re-inspection,9/10/2015 0:00,Violations were cited in the following area(s).,45,Z,9/10/2015,8
41529712,FORK & SPOON,7         ,WEST   36 STREET                                  ,10018,Delicatessen,Cycle Inspection / Initial Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,76,,,10
41531252,NAI TAPAS BAR,174       ,1 AVENUE                                          ,10009,Tapas,Cycle Inspection / Re-inspection,9/8/2015 0:00,Violations were cited in the following area(s).,12,A,9/8/2015,3
41535368,PASTAFINA,876,LEXINGTON AVENUE,10065,Pizza/Italian,Cycle Inspection / Initial Inspection,9/21/2015 0:00,Violations were cited in the following area(s).,12,,,3
41536525,EOLO,190       ,7 AVENUE                                          ,10011,Italian,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,22,,,5
41538017,SUBWAY,229       ,CHRYSTIE STREET                                   ,10002,Sandwiches,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,11,A,10/6/2015,2
41538666,PICCOLO CAFE,274       ,WEST   40 STREET                                  ,10018,CafÃ©/Coffee/Tea,Cycle Inspection / Re-inspection,9/11/2015 0:00,Violations were cited in the following area(s).,8,A,9/11/2015,2
41539275,LA BOITE,724,11 AVENUE,10019,American ,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,2,A,9/23/2015,1
41540906,AI FIORI,400,5 AVENUE,10018,Italian,Cycle Inspection / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,10,A,9/17/2015,2
41540996,MEDI WINEBAR,811       ,   9 AVENUE                                       ,10019,Mediterranean,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,28,,,6
41541583,SAVORY & SWEET,450,WEST   33 STREET,10001,American ,Cycle Inspection / Initial Inspection,10/9/2015 0:00,Violations were cited in the following area(s).,6,A,10/9/2015,3
41541587,PIER 79/NY WATERWAY SEATTLE CAFE,79,W 38TH ST,10018,American ,Cycle Inspection / Re-inspection,9/2/2015 0:00,Violations were cited in the following area(s).,19,Z,9/2/2015,4
41541665,26 SEATS,168       ,AVENUE B                                          ,10009,French,Cycle Inspection / Re-inspection,9/8/2015 0:00,Violations were cited in the following area(s).,11,A,9/8/2015,3
41541736,ASIA ROMA,40,MULBERRY STREET,10013,American ,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,12,A,9/1/2015,3
41541793,SOPHIE'S CUBAN CUISINE,21,WEST   45 STREET,10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Initial Inspection,9/28/2015 0:00,Violations were cited in the following area(s).,9,A,9/28/2015,2
41542069,INSOMNIA COOKIES,405       ,AMSTERDAM AVENUE                                  ,10024,American ,Cycle Inspection / Re-inspection,9/28/2015 0:00,Violations were cited in the following area(s).,9,A,9/28/2015,2
41542069,INSOMNIA COOKIES,405       ,AMSTERDAM AVENUE                                  ,10024,American ,Cycle Inspection / Reopening Inspection,9/8/2015 0:00,Establishment re-opened by DOHMH,2,P,9/8/2015,1
41542069,INSOMNIA COOKIES,405       ,AMSTERDAM AVENUE                                  ,10024,American ,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,58,,,7
41542520,NEW STAR CAFE,552       ,7 AVENUE                                          ,10018,American ,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,10,A,9/21/2015,2
41543275,KARAOKE NEMO / TRECE,54,EAST   13 STREET,10003,Mexican,Cycle Inspection / Compliance Inspection,9/10/2015 0:00,Violations were cited in the following area(s).,12,,,2
41543738,NEW DYNASTY,393       ,8 AVENUE                                          ,10001,Chinese,Cycle Inspection / Initial Inspection,9/28/2015 0:00,Violations were cited in the following area(s).,22,,,6
41543826,UMBERTO'S CLAM HOUSE,132,MULBERRY STREET,10013,Italian,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,36,,,8
41543885,THE DUTCH,131,SULLIVAN STREET,10012,American ,Cycle Inspection / Initial Inspection,9/28/2015 0:00,Violations were cited in the following area(s).,13,A,9/28/2015,2
41545605,KAVA CAFE,803,WASHINGTON STREET,10014,Café/Coffee/Tea,Cycle Inspection / Re-inspection,10/2/2015 0:00,Violations were cited in the following area(s).,9,A,10/2/2015,2
41545605,KAVA CAFE,803,WASHINGTON STREET,10014,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,32,,,4
41545908,OREN'S DAILY ROAST,1440,BROADWAY,10018,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,8,A,10/14/2015,3
41546006,JUNIOR'S TACOS,253257,SHERMAN AVENUE,10034,Mexican,Smoke-Free Air Act / Re-inspection,10/8/2015 0:00,No violations were recorded at the time of this inspection.,,,,1
41546388,DOUBLE CRISPY BAKERY,230,GRAND STREET,10013,Bakery,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,9,A,10/5/2015,2
41546717,DANJI,346       ,WEST   52 STREET                                  ,10019,Korean,Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,11,A,9/16/2015,4
41546775,MURPHY'S TAVERN,6,STONE STREET,10004,American ,Cycle Inspection / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,22,Z,9/1/2015,6
41546781,CAFE HESTIA,686       ,3 AVENUE                                          ,10017,American ,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,22,,,5
41547507,FRESH & CO,45,WEST   57 STREET,10019,American ,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,4,A,9/11/2015,1
41547897,EDO SUSHI TERIYAKI NOODLE,9,EAST   17 STREET,10003,Japanese,Cycle Inspection / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,7,A,9/29/2015,2
41548033,MCDONALD'S,1872      ,3 AVENUE                                          ,10029,Hamburgers,Cycle Inspection / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,9,A,9/17/2015,3
41549472,FEI TENG RESTAURANT,68,EAST BROADWAY,10002,Chinese,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,30,,,6
41549759,CHIPOTLE MEXICAN GRILL,235       ,WEST   56 STREET                                  ,10019,Mexican,Cycle Inspection / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,36,Z,9/17/2015,7
41549891,MIA,1506      ,ST NICHOLAS AVENUE                                ,10033,Spanish,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,20,Z,9/21/2015,3
41549891,MIA,1506      ,ST NICHOLAS AVENUE                                ,10033,Spanish,Cycle Inspection / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,44,,,9
41549891,MIA,1506      ,ST NICHOLAS AVENUE                                ,10033,Spanish,Smoke-Free Air Act / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,,,,1
41549891,MIA,1506      ,ST NICHOLAS AVENUE                                ,10033,Spanish,Trans Fat / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,,,,1
41550609,DOUGHNUT PLANT,220,WEST   23 STREET,10011,Donuts,Cycle Inspection / Initial Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,21,,,5
41551112,CHICKPEA/RED MANGO,45 ,EAST   45 STREET,10017,Mediterranean,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,10,A,10/14/2015,2
41551369,CHA PA'S VIETNAMESE EATERY,314       ,WEST   52 STREET                                  ,10019,Vietnamese/Cambodian/Malaysia,Cycle Inspection / Re-inspection,9/16/2015 0:00,Violations were cited in the following area(s).,20,Z,9/16/2015,4
41551620,VAPIANO,113,UNIVERSITY PLACE,10003,Italian,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,27,Z,10/5/2015,6
41551620,VAPIANO,113,UNIVERSITY PLACE,10003,Italian,Administrative Miscellaneous / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,,,,1
41551620,VAPIANO,113,UNIVERSITY PLACE,10003,Italian,Cycle Inspection / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,19,,,4
41551620,VAPIANO,113,UNIVERSITY PLACE,10003,Italian,Administrative Miscellaneous / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,,,,1
41551883,OTTOMANELLI N.Y. GRILL,1424      ,LEXINGTON AVENUE                                  ,10128,Italian,Cycle Inspection / Re-inspection,9/22/2015 0:00,Violations were cited in the following area(s).,31,Z,9/22/2015,6
41551883,OTTOMANELLI N.Y. GRILL,1424      ,LEXINGTON AVENUE                                  ,10128,Italian,Administrative Miscellaneous / Re-inspection,9/22/2015 0:00,Violations were cited in the following area(s).,,,,1
41551883,OTTOMANELLI N.Y. GRILL,1424      ,LEXINGTON AVENUE                                  ,10128,Italian,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,17,,,3
41552183,NEW TERRITORY CAKE SHOP,77,CATHERINE STREET,10038,Bakery,Cycle Inspection / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,10,A,9/4/2015,3
41552184,NOM WAH TEA PARLOR,13        ,DOYERS STREET                                     ,10013,Chinese,Cycle Inspection / Re-inspection,9/30/2015 0:00,Violations were cited in the following area(s).,7,A,9/30/2015,2
41553360,DUNKIN' DONUTS,1873      ,2 AVENUE                                                                                            ,10029,Donuts,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,2,A,9/8/2015,1
41553690,Yorganic,275       ,GREENWICH STREET                                  ,10007,American ,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,9,A,9/9/2015,2
41553707,NY DC CAFE,200,LEXINGTON AVENUE,10016,CafÃ©/Coffee/Tea,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,7,A,9/21/2015,1
41553998,DULCE VIDA CAFE,1219,LEXINGTON AVENUE,10028,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,9,A,10/13/2015,2
41556791,JOE,550,WEST  120 STREET,10027,American ,Cycle Inspection / Initial Inspection,10/15/2015 0:00,Violations were cited in the following area(s).,44,,,5
41558242,HEALTHY LIVING 106,167,EAST  106 STREET,10029,Other,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,5,A,9/1/2015,1
